n	second_moment_degree	second_moment_degree_out	third_moment_degree	third_moment_degree_out	sum_squared_degrees	sum_squared_out_degrees	sum_cubed_degrees	sum_cubed_out_degrees	num_pairs_independent_edges	head_initial	hubiness	sum_hierarchical_distance	mean_hierarchical_distance	tree_centre1	tree_centre2	tree_centroid1	tree_centroid2	tree_diameter	caterpillar_distance	num_crossings	predicted_num_crossings	exp_num_crossings	var_num_crossings	z_score_num_crossings	sum_edge_lengths	exp_sum_edge_lengths	exp_sum_edge_lengths_projective	exp_sum_edge_lengths_planar	var_sum_edge_lengths	z_score_sum_edge_lengths	min_sum_edge_lengths	min_sum_edge_lengths_planar	min_sum_edge_lengths_projective	max_sum_edge_lengths_planar	max_sum_edge_lengths_projective	mean_dependency_distance	flux_max_weight	flux_mean_weight	flux_min_weight	flux_max_left_span	flux_mean_left_span	flux_min_left_span	flux_max_right_span	flux_mean_right_span	flux_min_right_span	flux_max_size	flux_mean_size	flux_min_size	flux_max_RL_ratio	flux_mean_RL_ratio	flux_min_RL_ratio	flux_max_WS_ratio	flux_mean_WS_ratio	flux_min_WS_ratio	empty	singleton	bistar	caterpillar	linear	quasistar	spider	two_linear	star	unknown	EC1	planar	projective	WG1	unknown_syntactic_dependency_structure
23	5.56522	3.04348	21.7391	11.3913	128	70	500	262	189	0.409091	0.1	48	2.18182	8	14	14	24	7	5	0	7.2421	63	208.956	-4.35826	52	176	78.3333	97.6522	582.4	-5.1382	41	41	41	213	141	2.36364	2	1.40909	1	4	2.04545	1	4	1.63636	1	4	2.36364	1	2	0.92803	0.25	1	0.662879	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.93333	2.4	16.6667	6.93333	74	36	250	104	68	0.428571	0.128205	44	3.14286	6	16	6	16	6	2	0	4.09257	22.6667	50.6444	-3.18509	31	74.6667	50.3333	49.5556	142.044	-3.66385	24	24	24	97	95	2.21429	2	1.28571	1	4	2	1	2	1.42857	1	4	2.21429	1	2	0.880952	0.333333	1	0.642857	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.375	3.3125	21.375	15.5625	86	53	342	249	77	0.266667	0.153846	36	2.4	3	5	3	17	7	0	0	3.64821	25.6667	64.0667	-3.20666	54	85	57.1667	58.4375	182.467	-2.29493	25	25	25	120	111	3.6	2	1.53333	1	6	3.46667	1	2	1.53333	1	6	3.6	1	1	0.516667	0.2	1	0.498889	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
10	4.4	2.3	13.2	6.3	44	23	132	63	23	0.333333	0.178571	18	2	4	11	4	11	4	1	0	1.60606	7.66667	11.6889	-2.24244	17	33	24.1667	25.1667	35.9333	-2.66914	14	14	14	42	42	1.88889	2	1.11111	1	3	1.66667	1	2	1.22222	1	3	1.88889	1	2	0.87037	0.333333	1	0.666667	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
26	5.07692	2.42308	16.6923	6.96154	132	63	434	181	259	0.36	0.0615942	70	2.8	4	16	4	27	9	5	0	10.7805	86.3333	326.489	-4.77798	90	225	88.5	118.038	810.6	-4.74166	43	43	43	290	158	3.6	3	2	1	6	2.72	1	3	2.08	1	7	3.6	1	2	0.877333	0.4	1	0.645619	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	6.11111	3.61111	29.2222	16.6111	110	65	526	299	98	0.235294	0.183333	43	2.52941	9	12	9	19	7	0	0	5.50964	32.6667	90.0778	-3.44188	40	107.667	70.3333	72.8519	284.578	-4.0112	31	31	31	153	139	2.35294	1	1	1	6	2.35294	1	1	1	1	6	2.35294	1	1	0.595098	0.166667	1	0.595098	0.166667	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
15	4.4	1.86667	12.2667	4.13333	66	28	184	62	72	0.428571	0.0769231	49	3.5	5	16	7	16	8	2	0	2.79211	24	54.3111	-3.25662	29	74.6667	46.8333	48.2667	134.222	-3.94173	21	21	21	97	85	2.07143	3	1.28571	1	3	1.71429	1	3	1.35714	1	5	2.07143	1	2	0.892857	0.333333	1	0.721429	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.5	2.85	21.7	10.25	110	57	434	205	135	0.368421	0.117647	59	3.10526	5	8	8	21	7	4	0	4.05147	45	132.533	-3.90886	39	133	73.6667	80.9333	373.8	-4.86192	35	35	35	170	138	2.05263	2	1.21053	1	3	1.78947	1	3	1.36842	1	4	2.05263	1	3	0.921053	0.333333	1	0.675439	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
27	5.77778	3.03704	23.2593	10.963	156	82	628	296	273	0.384615	0.09	83	3.19231	3	28	3	28	8	4	0	9.50537	91	354.667	-4.83205	72	242.667	115.167	130.272	978.756	-5.45521	49	49	56	307	222	2.76923	2	1.42308	1	5	2.15385	1	4	1.88462	1	6	2.76923	1	4	1.09551	0.25	1	0.607692	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5	2.6875	16.5	8.4375	80	43	264	135	80	0.333333	0.120879	33	2.2	2	17	2	12	6	2	0	7.33751	26.6667	65.6222	-3.29187	40	85	47	55.75	175.667	-3.39522	25	25	25	114	82	2.66667	2	1.4	1	5	2.4	1	3	1.53333	1	5	2.66667	1	2	0.76	0.333333	1	0.608889	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4.4	2.1	13.2	5.1	44	21	132	51	23	0.222222	0.178571	19	2.11111	1	9	1	11	5	0	0	1.02652	7.66667	12.7222	-2.14944	20	33	21.3333	25.8	35.9333	-2.16868	13	13	13	45	33	2.22222	2	1.55556	1	3	1.88889	1	2	1.66667	1	4	2.22222	1	2	0.981481	0.5	1	0.759259	0.5	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
22	5.63636	3.04545	21.5455	10.2273	124	67	474	225	169	0.238095	0.110526	66	3.14286	11	13	11	23	7	2	0	12.406	56.3333	186.067	-4.12982	61	161	91.1667	96.197	510.6	-4.42547	38	38	41	219	181	2.90476	2	1.2381	1	6	2.71429	1	2	1.2381	1	7	2.90476	1	1	0.562698	0.25	1	0.544558	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.15789	2.73684	17.6842	8.84211	98	52	336	168	122	0.333333	0.102941	62	3.44444	7	20	5	20	8	0	0	4.60995	40.6667	116.8	-3.76285	42	120	82	76.7368	307.333	-4.44928	29	29	29	171	171	2.33333	2	1.55556	1	4	2.22222	1	2	1.61111	1	4	2.33333	1	2	0.824074	0.333333	1	0.722222	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
21	5.33333	2.95238	19.619	11.2381	112	62	412	236	154	0.25	0.0994152	46	2.3	12	22	12	22	6	5	0	3.90864	51.3333	157.7	-4.08774	41	146.667	72.6667	84.381	428.267	-5.106	37	37	37	174	133	2.05	2	1.25	1	4	1.95	1	2	1.35	1	4	2.05	1	2	0.8375	0.25	1	0.6875	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
7	4.28571	2.85714	13.7143	10.2857	30	20	96	72	6	0.166667	0.4	8	1.33333	3	6	3	8	3	0	0	1.32143	2	2.4	-1.29099	12	16	13.6667	14.2857	10.4	-1.24035	9	9	9	21	21	2	1	1	1	3	2	1	1	1	1	3	2	1	1	0.611111	0.333333	1	0.611111	0.333333	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0
32	6.0625	3.46875	25.1875	13.7188	194	111	806	439	399	0.387097	0.0827586	95	3.06452	14	20	14	20	9	3	0	13.687	133	617.256	-5.35327	81	341	156.333	181.375	1700.6	-6.30481	58	58	58	475	323	2.6129	2	1.22581	1	5	2.19355	1	3	1.54839	1	5	2.6129	1	3	0.926882	0.2	1	0.563441	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.6	3.05	21.7	10.55	112	61	434	211	134	0.263158	0.124183	43	2.26316	10	14	10	21	7	1	0	9.21822	44.6667	134.933	-3.84524	45	133	63.3333	82.4667	377.533	-4.52903	33	33	33	182	110	2.36842	2	1.21053	1	4	2.10526	1	2	1.26316	1	5	2.36842	1	2	0.732456	0.25	1	0.604386	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.53333	2.13333	13.0667	5.33333	68	32	196	80	71	0.357143	0.0897436	45	3.21429	7	9	7	16	7	2	1	4.49381	23.6667	53.7222	-3.09251	28	74.6667	51.1667	48.5333	136.178	-3.99902	22	22	22	99	99	2	2	1.28571	1	4	1.92857	1	2	1.28571	1	4	2	1	1	0.75	0.333333	1	0.72619	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
17	6.23529	3.88235	30.4706	18.5882	106	66	518	316	83	0.3125	0.209524	39	2.4375	11	18	9	18	6	0	0	5.34343	27.6667	74.0667	-3.21474	38	96	68.1667	67.0588	240.2	-3.74232	30	30	30	136	136	2.375	1	1	1	6	2.3125	1	2	1.0625	1	6	2.375	1	2	0.673958	0.166667	1	0.580208	0.166667	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
12	4.66667	2.41667	14.8333	6.91667	56	29	178	83	38	0.272727	0.155556	25	2.27273	3	7	7	13	5	2	0	3.98192	12.6667	23.4444	-2.61603	26	47.6667	32.6667	34.1667	67.3111	-2.64088	18	18	18	60	58	2.36364	2	1.18182	1	4	2.18182	1	2	1.18182	1	4	2.36364	1	1	0.643939	0.25	1	0.598485	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
7	3.71429	2	9.42857	5.14286	26	14	66	36	8	0.166667	0.2	9	1.5	4	8	4	8	4	0	0	0.571429	2.66667	3	-1.5396	9	16	12.1667	13.619	9.86667	-2.2285	8	8	8	21	18	1.5	1	1	1	2	1.5	1	1	1	1	2	1.5	1	1	0.75	0.5	1	0.75	0.5	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
18	5.33333	3.16667	20.8889	14.6111	96	57	376	263	105	0.352941	0.125	33	1.94118	5	13	5	19	7	3	0	3.39005	35	91.9444	-3.6501	39	107.667	59	67.5556	263.889	-4.22703	30	30	30	141	106	2.29412	2	1.29412	1	3	1.76471	1	3	1.58824	1	4	2.29412	1	3	1.07843	0.333333	1	0.637255	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.375	2.8125	21.375	10.3125	86	45	342	165	77	0.266667	0.153846	47	3.13333	7	17	7	17	6	2	0	4.32328	25.6667	61.1667	-3.2818	34	85	57.6667	56.625	182.467	-3.77553	27	27	27	112	110	2.26667	2	1.2	1	4	1.93333	1	2	1.33333	1	4	2.26667	1	2	0.872222	0.25	1	0.616667	0.25	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0
14	5.57143	3.64286	23.7143	18.0714	78	51	332	253	52	0.230769	0.212121	22	1.69231	9	15	9	15	6	0	0	2.87003	17.3333	37.2667	-2.83937	29	65	42.8333	47.1667	121.333	-3.26823	22	22	22	91	76	2.23077	2	1.07692	1	5	2.07692	1	2	1.15385	1	5	2.23077	1	2	0.752564	0.2	1	0.611538	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
20	6.4	3.95	34.3	21.65	128	79	686	433	126	0.263158	0.176471	39	2.05263	13	21	13	21	6	3	0	5.55997	42	125.111	-3.75493	47	133	72.3333	84.9	407.4	-4.26077	39	39	39	176	132	2.47368	2	1.15789	1	6	2.21053	1	2	1.26316	1	6	2.47368	1	2	0.795614	0.166667	1	0.59386	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	4.76923	2.30769	15.2308	6	62	30	198	78	47	0.25	0.145455	31	2.58333	6	9	6	14	5	1	0	3.7798	15.6667	30.7222	-2.82651	26	56	36.8333	39.2821	88.2	-3.19438	19	19	20	75	66	2.16667	2	1.16667	1	4	2.16667	1	2	1.16667	1	4	2.16667	1	1	0.638889	0.333333	1	0.638889	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
30	5.6	2.9	21.5333	10.1667	168	87	646	305	351	0.344828	0.0714286	88	3.03448	3	12	17	31	9	6	0	9.59147	117	503.922	-5.212	68	299.667	121.5	150.478	1331.62	-6.34853	54	54	54	361	233	2.34483	2	1.34483	1	5	2.13793	1	2	1.44828	1	5	2.34483	1	2	0.837356	0.2	1	0.653448	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
25	5.2	2.56	17.28	7.2	130	64	432	180	235	0.333333	0.0711462	87	3.625	8	26	8	26	8	6	0	8.25621	78.3333	284.111	-4.64732	52	208	110.167	111.44	727.133	-5.78519	43	43	44	252	223	2.16667	2	1.33333	1	4	2.04167	1	2	1.375	1	4	2.16667	1	2	0.770833	0.333333	1	0.6875	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.04762	2.47619	17.0476	7.52381	106	52	358	158	157	0.4	0.0818713	56	2.8	10	22	10	22	8	3	0	5.75231	52.3333	160.1	-4.13602	44	146.667	73	85.2698	415.8	-5.03486	33	33	33	185	138	2.2	2	1.25	1	4	2	1	2	1.35	1	4	2.2	1	2	0.829167	0.25	1	0.645833	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
31	5.35484	2.83871	19.1613	10.8387	166	88	594	336	382	0.333333	0.0591133	108	3.6	18	32	13	32	10	6	0	11.2993	127.333	565.289	-5.35558	65	320	155.333	159.333	1436.8	-6.72732	54	54	54	397	327	2.16667	2	1.23333	1	4	1.86667	1	2	1.33333	1	4	2.16667	1	2	0.858333	0.25	1	0.658333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.42857	2.85714	20.1905	9.52381	114	60	424	200	153	0.35	0.105263	57	2.85	5	13	5	22	7	4	0	6.27527	51	154.889	-4.09789	44	146.667	82.1667	85.4603	432.422	-4.93714	37	37	39	182	162	2.2	2	1.3	1	3	1.9	1	2	1.4	1	4	2.2	1	2	0.858333	0.333333	1	0.658333	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	4.82353	2.35294	15.2941	6.58824	82	40	260	112	95	0.4375	0.0952381	44	2.75	5	8	8	18	9	0	1	4.95386	31.6667	80.6222	-3.41538	31	96	54.6667	62.549	209	-4.49614	23	23	23	136	103	1.9375	2	1.125	1	3	1.75	1	3	1.3125	1	3	1.9375	1	2	0.895833	0.333333	1	0.65625	0.333333	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
14	4.71429	2.5	14.7143	7.78571	66	35	206	109	58	0.538462	0.121212	24	1.84615	4	5	4	15	5	2	0	2.70001	19.3333	40.6111	-3.03378	27	65	35.5	43.1667	111.333	-3.6014	21	21	21	81	56	2.07692	2	1.38462	1	4	1.76923	1	3	1.61538	1	4	2.07692	1	2	1.05128	0.5	1	0.730769	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	5.18182	2.59091	17.7273	7.77273	114	57	390	171	174	0.380952	0.0842105	65	3.09524	13	23	10	13	10	0	0	7.8404	58	189.778	-4.21023	44	161	82.6667	97.7879	487.6	-5.29851	33	33	33	231	161	2.09524	2	1.19048	1	4	1.80952	1	2	1.28571	1	5	2.09524	1	2	0.849206	0.333333	1	0.661905	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
21	5.04762	2.66667	16.7619	9.2381	106	56	352	194	157	0.4	0.0818713	55	2.75	0	3	12	22	9	2	0	5.76586	52.3333	164.411	-4.08143	47	146.667	74.5	87.5556	415.8	-4.88774	33	33	33	200	140	2.35	2	1.5	1	4	2.05	1	2	1.6	1	4	2.35	1	2	0.9	0.333333	1	0.7	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.42857	2.95238	19.9048	10.0952	114	62	418	212	153	0.25	0.105263	60	3	8	11	11	22	7	2	0	7.70384	51	157.411	-4.06492	43	146.667	87.3333	87.8095	432.422	-4.98523	34	34	34	194	178	2.15	2	1.1	1	4	2.05	1	2	1.15	1	4	2.15	1	2	0.704167	0.25	1	0.6125	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	5.27273	2.95455	19.6364	12.6818	116	65	432	279	173	0.333333	0.0894737	44	2.09524	4	6	6	23	7	6	0	8.9377	57.6667	184.544	-4.24497	57	161	73.8333	89.4091	492.2	-4.68773	40	40	40	186	126	2.71429	2	1.33333	1	4	1.95238	1	4	1.90476	1	5	2.71429	1	4	1.21429	0.25	1	0.569841	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	5.71429	3.5	23.7143	13.7857	80	49	332	193	51	0.307692	0.227273	26	2	2	6	6	15	5	0	0	5.95175	17	37.6667	-2.76994	39	65	44.5	47.6905	123	-2.34434	23	23	23	91	82	3	2	1.61538	1	6	2.69231	1	2	1.69231	1	6	3	1	2	0.812821	0.333333	1	0.651282	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
22	5.36364	2.86364	19.6364	9.95455	118	63	432	219	172	0.428571	0.0947368	58	2.7619	0	23	11	23	8	3	0	10.0486	57.3333	190.144	-4.15782	56	161	75.8333	94.9242	496.8	-4.71084	37	37	37	209	135	2.66667	3	1.52381	1	5	2.2381	1	4	1.7619	1	5	2.66667	1	2	0.942063	0.2	1	0.636508	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
30	5.4	2.7	19.7333	8.96667	162	81	592	269	354	0.413793	0.0634921	85	2.93103	9	26	26	31	9	8	0	17.6268	118	511.589	-5.21701	108	299.667	110	144.444	1304.76	-5.30618	54	54	54	338	200	3.72414	3	1.72414	1	7	2.86207	1	3	2.03448	1	8	3.72414	1	3	0.917898	0.285714	1	0.545895	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
9	4.22222	2.22222	12.4444	6.22222	38	20	112	56	17	0.5	0.190476	14	1.75	1	5	5	10	5	0	0	0.454545	5.66667	7.94444	-2.01046	14	26.6667	19	21.2593	24.7778	-2.54467	11	11	11	36	31	1.75	2	1.125	1	2	1.375	1	2	1.375	1	3	1.75	1	2	1.125	0.5	1	0.708333	0.5	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
32	5.8125	3.21875	22.9375	12.2188	186	103	734	391	403	0.290323	0.0735632	85	2.74194	24	33	14	33	10	5	0	13.0553	134.333	619.722	-5.39617	76	341	135.333	172.479	1659.53	-6.50508	58	58	58	443	261	2.45161	2	1.32258	1	5	2.09677	1	2	1.41935	1	6	2.45161	1	2	0.824731	0.333333	1	0.625806	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
9	5.55556	4.22222	26.4444	24.2222	50	38	238	218	11	0.125	0.47619	10	1.25	6	10	6	10	4	0	0	0	3.66667	5.18889	-1.60966	19	26.6667	22.3333	23.2593	28.1111	-1.446	14	14	14	36	34	2.375	1	1	1	5	2.375	1	1	1	1	5	2.375	1	1	0.597917	0.2	1	0.597917	0.2	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
24	5.58333	3.125	21.1667	11.7083	134	75	508	281	209	0.26087	0.0952381	69	3	14	25	11	14	8	3	1	13.7956	69.6667	243.467	-4.40075	59	191.667	110.333	109.917	666.111	-5.1403	41	41	41	250	232	2.56522	3	1.30435	1	4	2.34783	1	3	1.30435	1	5	2.56522	1	1	0.65942	0.25	1	0.615942	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
6	3.33333	1.83333	7.66667	4.83333	20	11	46	29	5	0.2	0.166667	7	1.4	3	7	3	7	4	0	0	0	1.66667	1.58889	-1.32221	7	11.6667	9.33333	10.2222	5.44444	-2	6	6	6	15	13	1.4	1	1	1	2	1.4	1	1	1	1	2	1.4	1	1	0.8	0.5	1	0.8	0.5	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
11	4.72727	2.72727	15.4545	9.09091	52	30	170	100	29	0.2	0.194444	19	1.9	4	6	6	12	5	0	0	3.28386	9.66667	17.0333	-2.34222	21	40	28.1667	30.5455	50.9333	-2.66227	15	15	15	55	49	2.1	2	1.1	1	4	2.1	1	2	1.1	1	4	2.1	1	1	0.641667	0.25	1	0.641667	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
16	4.75	2.4375	14.625	7.3125	76	39	234	117	82	0.4	0.0989011	34	2.26667	5	8	8	17	7	1	0	3.30273	27.3333	65.0444	-3.38912	31	85	47.8333	54.8125	171.133	-4.12787	23	23	23	115	88	2.06667	2	1.33333	1	4	1.73333	1	2	1.53333	1	4	2.06667	1	2	1.04444	0.5	1	0.7	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	4.90909	2.72727	17.6364	9.09091	54	30	194	100	28	0.1	0.222222	18	1.8	4	10	10	12	5	0	0	2.11585	9.33333	16.2667	-2.31413	26	40	26.3333	30.8485	51.8667	-1.94394	16	16	16	55	43	2.6	2	1.1	1	5	2.6	1	2	1.1	1	5	2.6	1	1	0.568333	0.2	1	0.568333	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
21	4.85714	2.28571	15.3333	6.38095	102	48	322	134	159	0.35	0.0701754	55	2.75	11	22	11	22	8	4	1	7.28159	53	164.911	-4.04929	46	146.667	64.8333	82.8889	407.489	-4.98687	34	34	34	183	112	2.3	3	1.5	1	4	1.95	1	3	1.6	1	5	2.3	1	2	0.933333	0.333333	1	0.72	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
12	5.16667	2.91667	19.3333	9.91667	62	35	232	119	35	0.454545	0.222222	23	2.09091	5	13	5	13	4	1	0	3.09126	11.6667	21.4556	-2.5187	26	47.6667	34.3333	35.5556	70.7778	-2.57539	19	19	19	63	62	2.36364	2	1.09091	1	4	1.90909	1	3	1.45455	1	4	2.36364	1	3	1.08333	0.25	1	0.537879	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	5.66667	3.16667	23.2222	11.9444	102	57	418	215	102	0.352941	0.15	35	2.05882	6	19	6	19	6	3	0	8.08384	34	96.2111	-3.4663	47	107.667	51	68.037	272.756	-3.67336	32	32	32	135	79	2.76471	2	1.35294	1	5	2.23529	1	3	1.58824	1	5	2.76471	1	3	0.977451	0.2	1	0.579412	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4.4	2.1	13.2	5.1	44	21	132	51	23	0.333333	0.178571	22	2.44444	4	6	4	6	5	0	0	2.03342	7.66667	12.0667	-2.20705	16	33	25.1667	25.5667	35.9333	-2.83596	13	13	13	45	45	1.77778	1	1	1	3	1.77778	1	1	1	1	3	1.77778	1	1	0.685185	0.333333	1	0.685185	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
15	4.53333	2.13333	13.4667	5.73333	68	32	202	86	71	0.357143	0.0897436	34	2.42857	6	16	6	16	6	3	0	2.08628	23.6667	51.5444	-3.29645	27	74.6667	43.3333	47.1111	136.178	-4.08471	22	22	22	89	78	1.92857	2	1.21429	1	3	1.71429	1	2	1.35714	1	3	1.92857	1	2	0.928571	0.333333	1	0.690476	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
26	5.46154	2.88462	19.9231	9.73077	142	75	518	253	254	0.52	0.0797101	74	2.96	11	27	13	27	8	4	0	9.19239	84.6667	317.133	-4.75435	60	225	112.167	122.628	843.6	-5.68088	45	45	45	301	229	2.4	2	1.4	1	4	1.88	1	3	1.72	1	4	2.4	1	3	1.13667	0.25	1	0.65	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.15789	2.63158	18	8.21053	98	50	342	156	122	0.277778	0.102941	41	2.27778	3	20	14	20	8	3	0	11.0069	40.6667	116.678	-3.76482	52	120	55.5	72.4211	307.333	-3.87886	31	31	31	156	93	2.88889	3	1.55556	1	4	2.27778	1	3	1.66667	1	6	2.88889	1	2	0.833333	0.25	1	0.602778	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
25	5.12	2.48	17.04	7.2	128	62	426	180	236	0.333333	0.0671937	63	2.625	11	26	11	26	8	6	0	19.3297	78.6667	286.144	-4.65048	91	208	81.1667	108.293	721.067	-4.35711	43	43	43	244	139	3.79167	3	1.75	1	5	2.625	1	4	2.20833	1	7	3.79167	1	4	1.13472	0.333333	1	0.522718	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	4	1.7	10.8	3.9	40	17	108	39	25	0.444444	0.107143	23	2.55556	3	11	7	11	6	1	0	1.30866	8.33333	12.9444	-2.31621	23	33	23.6667	24.7333	34.4667	-1.70334	12	12	12	43	41	2.55556	2	1.33333	1	5	2.44444	1	2	1.33333	1	5	2.55556	1	1	0.655556	0.333333	1	0.637037	0.333333	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0
27	5.25926	2.66667	18.1481	8.51852	142	72	490	230	280	0.346154	0.0666667	84	3.23077	8	16	16	28	7	9	0	11.4813	93.3333	359	-4.92594	64	242.667	119.333	119.284	928.667	-5.86292	49	49	49	264	243	2.46154	2	1.34615	1	4	2.07692	1	2	1.46154	1	5	2.46154	1	2	0.855769	0.25	1	0.614744	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	5.90909	3.59091	24.8182	15.9545	130	79	546	351	166	0.285714	0.126316	48	2.28571	14	23	4	23	8	0	0	8.9326	55.3333	181.2	-4.11062	51	161	87.1667	100.106	524.4	-4.80354	37	37	37	231	171	2.42857	2	1.28571	1	4	2.2381	1	2	1.33333	1	5	2.42857	1	2	0.718254	0.25	1	0.618254	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
17	6	3.88235	26.5882	18.5882	102	66	452	316	85	0.125	0.190476	30	1.875	7	12	12	18	5	1	0	8.85625	28.3333	73.3	-3.30937	42	96	60.3333	65.0196	235	-3.52257	30	30	30	132	114	2.625	2	1.0625	1	5	2.625	1	2	1.0625	1	5	2.625	1	1	0.528125	0.2	1	0.528125	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
29	6	3.31034	26.5517	14	174	96	770	406	319	0.25	0.0911681	70	2.5	3	30	3	30	8	6	0	10.925	106.333	447.522	-5.02646	82	280	108.667	146.621	1247.67	-5.60552	56	56	56	338	196	2.92857	3	1.60714	1	5	2.60714	1	3	1.67857	1	6	2.92857	1	2	0.752976	0.25	1	0.627976	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	5.29412	3.05882	19.8824	12.2353	90	52	338	208	91	0.3125	0.133333	31	1.9375	2	18	2	18	6	4	0	4.7584	30.3333	78.2778	-3.42847	46	96	50.8333	61.1765	219.4	-3.37561	30	30	30	119	84	2.875	2	1.5	1	5	2.25	1	3	1.875	1	6	2.875	1	3	1.01979	0.4	1	0.6125	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.86667	3.73333	26.2667	17.3333	88	56	394	260	61	0.214286	0.217949	25	1.78571	0	6	6	16	5	1	0	7.09819	20.3333	48.8333	-2.90971	41	74.6667	45.5	53.1556	155.733	-2.6978	26	26	26	101	77	2.92857	2	1.21429	1	6	2.57143	1	2	1.35714	1	6	2.92857	1	2	0.782143	0.166667	1	0.508333	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.6	3.15	21.7	11.45	112	63	434	229	134	0.368421	0.124183	48	2.52632	6	21	6	21	6	4	0	5.89527	44.6667	133.289	-3.86889	45	133	73.5	79.7833	377.533	-4.52903	36	36	37	166	140	2.36842	2	1.36842	1	4	2.05263	1	3	1.52632	1	4	2.36842	1	2	0.890351	0.25	1	0.644737	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
